,date,num_of_listing,avg_price,avg_temp,avg_rain,avg_humidity
0,2018-12-13,1256,9737.0,39.36973262032083,0.072744,0.7687165775401061
1,2018-12-14,635,10909.0,38.72859564164645,0.06827499999999997,0.7536561743341397
2,2018-12-15,387,9007.0,39.03275280898876,0.09998536585365853,0.7662640449438198
3,2018-12-16,569,9766.0,39.05214285714287,0.041430188679245285,0.7559693877551021
